seqn	sddsrvyr	ridstatr	riagendr	ridageyr	ridagemn	ridreth1	ridreth3	ridexmon	ridexagy	ridexagm	dmqmiliz	dmqadfc	dmdborn4	dmdcitzn	dmdyrsus	dmdeduc3	dmdeduc2	dmdmartl	ridexprg	sialang	siaproxy	siaintrp	fialang	fiaproxy	fiaintrp	mialang	miaproxy	miaintrp	aialanga	wtint2yr	wtmec2yr	sdmvpsu	sdmvstra	indhhin2	indfmin2	indfmpir	dmdhhsiz	dmdfmsiz	dmdhhsza	dmdhhszb	dmdhhsze	dmdhrgnd	dmdhrage	dmdhrbr4	dmdhredu	dmdhrmar	dmdhsedu
63890	7	2	2	60	NA	2	2	2	NA	NA	2	NA	2	1	6	NA	1	4	NA	2	2	2	1	2	2	2	2	2	2	9716.805546	10308.451947	2	90	3	3	0.68	2	2	0	0	1	1	21	2	4	5	NA
63891	7	2	2	55	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	18441.731082	18102.807884	1	96	9	9	4.13	2	2	0	0	1	2	55	1	4	5	NA
63894	7	2	2	19	NA	4	4	2	19	231	2	NA	1	1	NA	15	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	13775.846051	13737.029624	2	97	7	7	1.06	7	7	1	2	0	2	40	1	4	5	NA
63898	7	2	2	51	NA	1	1	1	NA	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	NA	NA	NA	1	2	2	1	24870.513993	25000.211608	2	98	6	6	0.63	7	7	2	2	1	1	60	1	3	1	2
63902	7	2	1	68	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	143397.643998	144742.519652	2	98	10	10	4.76	2	2	0	0	2	1	68	1	4	1	NA
63903	7	2	1	19	NA	4	4	1	19	235	2	NA	1	1	NA	15	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	13731.625553	14242.275028	1	100	14	14	3.93	3	3	0	1	0	2	47	1	5	4	NA
63907	7	2	1	60	NA	4	4	1	NA	NA	1	1	1	1	NA	NA	5	6	NA	1	2	2	1	2	2	1	2	2	1	11492.781131	11582.681279	1	100	15	14	5	2	1	0	0	2	1	60	1	5	6	NA
63908	7	2	1	55	NA	1	1	2	NA	NA	2	NA	2	1	7	NA	2	1	NA	2	2	2	2	2	2	2	2	2	2	22446.308035	22116.943066	2	94	7	7	1.33	6	6	0	1	0	1	55	2	2	1	1
63909	7	2	2	62	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	43972.04458	44690.47559	2	96	3	3	0.95	2	2	0	0	2	2	62	1	4	1	4
63912	7	2	1	28	NA	5	6	2	NA	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	11477.00145	11789.46785	2	100	12	5	1.88	5	1	0	0	0	1	22	NA	NA	5	NA
63915	7	2	2	40	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	20048.680628	20209.076405	2	95	7	7	1.13	6	6	0	3	1	1	52	1	4	1	4
63916	7	2	1	34	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	19788.748292	21708.160855	1	94	4	4	0.59	5	5	0	3	0	1	34	1	2	1	4
63918	7	2	1	49	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	152858.509804	157853.944421	1	95	12	12	NA	3	3	0	0	0	1	49	1	5	1	NA
63920	7	2	2	29	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	1	1	1	2	2	1	2	2	1	2	2	1	104934.725755	109561.954446	2	98	10	10	4.42	2	2	0	0	0	1	31	1	4	1	3
63922	7	2	2	38	NA	5	6	2	NA	NA	2	NA	2	1	6	NA	4	5	2	1	2	2	1	2	2	1	2	2	3	14767.290807	18767.43866	2	90	5	5	1.43	2	2	0	1	0	2	38	2	4	5	NA
63923	7	2	2	52	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	13728.308948	13391.816234	2	90	15	15	5	4	4	0	0	0	1	57	2	5	1	5
63924	7	2	2	29	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	3	4	2	1	2	2	1	2	2	1	2	2	1	18730.678506	18151.501185	2	96	4	4	0.57	6	6	0	3	0	2	29	1	3	4	NA
63926	7	2	1	34	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	21317.283165	21013.422419	2	96	5	5	0.67	6	6	1	2	1	1	34	1	4	1	4
63927	7	2	1	37	NA	1	1	1	NA	NA	2	NA	1	1	NA	NA	1	1	NA	2	2	1	1	2	1	2	2	2	2	34997.800447	34733.660984	2	96	3	3	0.46	5	5	1	2	0	1	37	1	1	1	2
63928	7	2	2	42	NA	4	4	2	NA	NA	2	NA	2	1	8	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	22754.478969	25596.207975	1	96	7	7	3.58	1	1	0	0	0	2	42	2	5	5	NA
63929	7	2	2	34	NA	2	2	2	NA	NA	2	NA	2	1	99	NA	4	1	1	1	2	2	2	2	2	1	2	2	1	28899.648059	29089.927914	1	96	15	15	5	4	4	0	2	0	1	36	2	3	1	4
63934	7	2	1	18	NA	2	2	2	18	227	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	26628.917773	31355.430562	1	101	5	5	0.51	7	7	0	3	2	1	75	2	1	1	1
63939	7	2	1	66	NA	4	4	2	NA	NA	1	1	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	9221.19173	9293.322792	2	95	5	5	1.32	2	2	0	0	2	1	66	1	2	1	4
63941	7	2	2	53	NA	5	6	1	NA	NA	2	NA	2	1	6	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	14680.520497	15280.64157	3	91	9	9	3.24	3	3	0	1	1	1	64	2	2	1	5
63942	7	2	2	42	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	2	1	2	1	2	2	1	2	2	NA	NA	NA	NA	145772.192378	148626.818504	1	95	12	12	NA	6	6	2	0	0	2	42	1	2	1	5
63943	7	2	2	29	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	6	2	1	2	2	1	2	2	1	2	2	1	137368.929197	138597.101074	1	91	8	7	3.21	2	1	0	0	0	1	33	1	5	6	NA
63944	7	2	1	20	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	39031.957066	39875.03294	1	95	77	77	NA	3	3	0	0	0	2	41	1	2	5	NA
63945	7	2	2	29	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	87611.353116	90505.825807	2	92	10	10	5	1	1	0	0	0	2	29	1	5	5	NA
63946	7	2	1	39	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	15867.258653	19649.848899	3	91	6	6	1.22	5	5	1	2	0	2	37	1	4	1	2
63948	7	2	2	50	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	3	6	NA	1	2	2	1	2	2	1	2	2	1	24351.694017	24510.535836	1	100	12	14	5	2	1	0	0	0	2	50	1	3	6	NA
63949	7	2	2	50	NA	2	2	1	NA	NA	2	NA	2	1	6	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	18295.488967	19299.909712	2	103	12	12	NA	4	4	0	1	0	2	50	2	3	1	4
63950	7	2	2	28	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	22531.325817	21485.967466	2	91	15	15	5	4	4	0	0	1	1	61	NA	NA	1	2
63953	7	2	2	31	NA	1	1	1	NA	NA	2	NA	1	1	NA	NA	4	1	1	1	2	2	1	2	2	1	2	2	1	39561.667842	38764.112139	3	92	7	7	1.49	5	5	0	2	1	2	62	1	4	2	NA
63954	7	2	1	41	NA	5	6	2	NA	NA	2	NA	2	1	6	NA	3	1	NA	1	2	1	1	2	1	NA	NA	NA	NA	17249.311662	20609.214634	2	91	6	6	1.57	3	3	0	1	0	1	41	2	3	1	3
63957	7	2	2	59	NA	1	1	1	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	19676.781212	23812.59189	1	103	7	7	1.33	5	5	0	1	1	1	28	1	2	1	3
63958	7	2	2	60	NA	2	2	1	NA	NA	2	NA	2	1	7	NA	3	2	NA	2	2	2	1	2	2	2	2	1	2	11851.128358	12729.036357	2	93	6	6	0.64	7	7	2	1	3	2	60	2	3	2	NA
63959	7	2	1	41	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	6	NA	1	2	2	1	2	2	1	2	2	1	27356.080541	28129.563738	1	101	6	6	1.17	4	4	0	1	0	1	41	1	3	6	NA
63960	7	2	1	21	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	25651.892165	25126.271361	1	97	6	6	1.41	3	3	0	1	0	2	51	1	4	5	NA
63963	7	2	1	72	NA	3	3	1	NA	NA	1	2	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	NA	83244.241244	88112.194036	2	102	15	15	5	2	2	0	0	2	1	72	1	5	1	NA
63964	7	2	1	62	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	85786.890667	86591.455494	2	96	15	15	5	3	2	0	0	1	1	62	1	5	1	2
63965	7	2	1	72	NA	3	3	1	NA	NA	1	2	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	NA	19115.0887	22519.216384	2	98	6	6	1.26	4	4	0	1	2	2	63	1	3	1	3
63966	7	2	2	34	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	4	6	2	1	2	2	1	2	2	NA	NA	NA	NA	26426.249254	26363.744856	1	99	7	1	0.24	2	1	0	0	0	2	38	1	5	6	NA
63968	7	2	2	61	NA	2	2	1	NA	NA	2	NA	2	2	6	NA	1	3	NA	2	2	2	1	2	2	2	2	2	2	10310.145764	11073.900839	1	100	13	13	NA	4	4	0	1	1	1	26	2	3	5	NA
63971	7	2	2	36	NA	5	6	1	NA	NA	2	NA	2	2	1	NA	3	1	2	1	2	1	1	2	2	1	2	1	NA	21470.176619	21617.60214	1	98	7	7	2.71	2	2	0	0	0	1	43	1	3	1	3
63977	7	2	2	22	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	5	2	1	2	2	1	2	2	1	2	2	1	18070.666316	17713.108755	1	99	6	6	1.46	3	3	0	0	1	2	80	NA	NA	2	NA
63982	7	2	2	69	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	1	41983.304745	42669.243011	1	101	7	7	2.31	3	2	0	0	1	2	69	1	4	2	NA
63983	7	2	1	31	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	94698.084211	97410.286035	1	101	5	5	0.89	5	5	1	2	0	1	31	1	2	1	1
63984	7	2	1	24	NA	5	7	2	NA	NA	2	NA	2	2	2	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	33942.93341	34470.44913	3	91	6	6	2.04	2	2	0	0	0	1	24	2	4	5	NA
63986	7	2	1	75	NA	1	1	2	NA	NA	2	NA	2	1	9	NA	1	1	NA	2	2	2	1	2	2	2	1	2	NA	16607.774808	17550.450209	1	101	3	3	0.93	2	2	0	0	2	1	75	2	1	1	1
63989	7	2	2	53	NA	5	7	2	NA	NA	2	NA	1	1	NA	NA	5	3	NA	1	2	2	1	2	2	1	2	2	1	31785.728924	32871.467684	1	101	3	3	0.92	2	2	0	1	0	2	53	1	5	3	NA
63991	7	2	2	44	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	5	2	1	2	2	1	2	2	NA	NA	NA	NA	22707.329726	23247.668083	2	97	2	2	0.27	4	4	0	2	0	1	51	1	2	4	NA
63992	7	2	1	44	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	19696.958879	19993.739669	2	95	1	1	0.4	1	1	0	0	0	1	44	1	4	5	NA
63997	7	2	2	79	NA	3	3	2	NA	NA	2	NA	2	2	6	NA	1	2	NA	1	2	2	1	2	2	1	2	2	NA	27102.582153	29013.853259	1	93	13	13	NA	1	1	0	0	1	2	79	2	1	2	NA
63998	7	2	2	48	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	29448.834066	32687.247837	1	97	9	9	5	1	1	0	0	0	2	48	1	5	5	NA
64000	7	2	1	31	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	NA	NA	NA	1	2	2	1	17879.023129	20112.694262	2	90	NA	NA	NA	1	1	0	0	0	1	31	1	3	5	NA
64002	7	2	1	80	NA	3	3	2	NA	NA	2	NA	2	1	9	NA	5	1	NA	1	2	2	1	2	2	1	2	2	NA	31039.556381	33443.834712	1	96	15	15	5	2	2	0	0	2	2	80	1	5	1	5
64003	7	2	2	47	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	138322.767578	143283.052066	1	95	14	14	5	2	2	0	0	0	1	54	1	4	1	3
64009	7	2	1	32	NA	5	6	1	NA	NA	2	NA	2	2	2	NA	5	1	NA	1	2	2	1	2	2	NA	NA	NA	NA	18666.270458	19921.991676	2	93	77	77	NA	2	2	0	0	0	2	28	2	5	1	5
64013	7	2	1	80	NA	5	6	2	NA	NA	2	NA	2	1	5	NA	5	2	NA	1	2	2	1	2	2	1	2	2	NA	8606.120537	9222.025464	1	93	2	2	0.69	1	1	0	0	1	1	80	2	5	2	NA
64014	7	2	2	20	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	26141.606772	25260.281919	1	92	9	6	2.24	3	1	0	0	0	2	21	NA	NA	5	NA
64015	7	2	1	32	NA	1	1	2	NA	NA	2	NA	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	45691.377881	46792.745533	3	91	14	14	5	2	2	0	0	0	1	32	1	4	6	NA
64017	7	2	2	24	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	128585.755579	132183.659765	2	97	9	9	4.08	2	2	0	0	0	2	24	1	4	1	3
64018	7	2	1	35	NA	4	4	2	NA	NA	1	2	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	18289.793332	18322.51979	1	99	10	10	3.13	4	4	0	2	0	1	35	1	4	1	5
64021	7	2	2	62	NA	1	1	1	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	13057.178942	13648.591881	1	102	10	10	4.42	2	2	0	0	2	2	62	1	5	1	4
64022	7	2	2	27	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	14516.765165	13843.248577	3	90	15	15	4.34	4	4	0	0	1	1	65	1	3	1	4
64024	7	2	2	62	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	94637.019439	96511.799704	1	94	4	4	1.71	1	1	0	0	1	2	62	1	4	3	NA
64025	7	2	1	31	NA	3	3	1	NA	NA	2	NA	2	1	7	NA	5	6	NA	1	2	2	1	2	2	1	2	2	1	88274.617148	90802.847573	2	92	15	14	5	2	1	0	0	0	2	29	1	5	6	NA
64026	7	2	2	29	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	18097.801029	17207.598344	2	97	NA	99	NA	7	6	2	1	1	2	56	1	3	5	NA
64029	7	2	1	22	NA	1	1	1	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	NA	NA	NA	1	2	2	1	39915.513053	41236.907607	2	98	7	7	1.53	5	5	0	0	0	2	48	1	3	5	NA
64032	7	2	1	46	NA	1	1	1	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	36319.60275	35786.668567	1	103	8	8	4.48	1	1	0	0	0	1	46	1	4	3	NA
64034	7	2	2	62	NA	1	1	1	NA	NA	2	NA	2	2	6	NA	1	1	NA	2	2	2	2	2	2	2	2	2	2	13473.304889	14578.166065	2	96	5	5	0.68	6	6	0	3	2	1	60	2	1	1	1
64036	7	2	1	69	NA	3	3	1	NA	NA	1	1	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	28953.774534	28658.225591	1	98	6	5	1.93	2	1	0	0	2	1	69	1	4	6	NA
64037	7	2	1	28	NA	5	7	1	NA	NA	2	NA	1	1	NA	NA	5	6	NA	1	2	2	1	2	2	1	2	2	1	12538.868652	13740.340257	2	95	15	15	5	4	1	0	0	0	1	29	NA	NA	99	NA
64040	7	2	1	31	NA	5	7	2	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	19185.622388	19060.093906	2	95	5	1	0	3	1	0	0	0	1	31	1	4	5	NA
64042	7	2	1	39	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	16905.961576	17944.772858	2	94	4	4	1.16	2	2	0	0	0	1	39	1	2	1	5
64046	7	2	2	39	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	2	6	2	1	2	2	1	2	2	1	2	2	1	38500.994547	38409.930489	2	91	2	2	0.81	1	1	0	0	0	2	39	1	2	6	NA
64047	7	2	2	34	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	58826.425292	61096.366503	1	102	8	8	2.42	4	4	0	2	0	2	34	1	4	1	3
64048	7	2	2	54	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	150482.742079	150600.121666	2	98	8	8	3.67	2	2	0	0	0	2	54	1	4	3	NA
64050	7	2	2	41	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	35469.911999	45030.280097	2	91	3	3	0.86	2	2	0	0	0	2	41	1	4	1	3
64052	7	2	1	60	NA	1	1	1	NA	NA	2	NA	2	2	6	NA	1	4	NA	2	2	2	1	2	2	2	2	2	2	10004.038848	10557.19122	2	102	8	8	4.13	1	1	0	0	1	1	60	2	1	4	NA
64054	7	2	2	19	NA	4	4	2	19	233	2	NA	1	1	NA	14	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	10484.6104	10912.740054	2	99	3	3	0.56	4	4	1	0	0	2	38	1	3	5	NA
64055	7	2	2	59	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	1	16033.091438	16414.611167	1	96	4	4	1.02	3	3	0	0	0	2	59	1	3	2	NA
64056	7	2	1	18	NA	3	3	2	18	221	2	NA	1	1	NA	10	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	34847.322278	35515.35986	2	91	6	6	1.26	5	5	0	1	2	2	80	1	4	2	NA
64058	7	2	2	50	NA	4	4	2	NA	NA	2	NA	2	2	4	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	15499.383981	15868.203732	2	99	5	5	1.26	3	3	1	0	0	2	50	2	3	5	NA
64059	7	2	2	68	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	1	12886.419545	13879.729659	2	97	1	1	0.22	1	1	0	0	1	2	68	1	3	2	NA
64063	7	2	2	62	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	32161.692893	32052.891523	1	99	2	2	0.78	1	1	0	0	1	2	62	1	4	3	NA
64064	7	2	2	46	NA	5	6	1	NA	NA	2	NA	2	2	8	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	17668.324663	18093.708295	1	102	14	14	4.86	3	3	0	1	0	1	42	1	4	1	5
64065	7	2	1	46	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	106195.998472	105923.202819	1	93	15	15	5	2	2	0	0	0	1	46	1	4	1	5
64072	7	2	2	50	NA	1	1	2	NA	NA	2	NA	2	2	3	NA	1	1	NA	2	2	2	1	2	2	1	2	2	2	21828.388259	21942.221447	3	91	6	6	0.89	7	7	1	1	0	1	59	2	1	1	1
64077	7	2	1	45	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	30489.729187	30783.113246	3	92	12	12	NA	3	2	0	0	0	1	45	1	3	1	3
64079	7	2	2	25	NA	2	2	1	NA	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	41328.871311	42415.982935	2	93	9	9	2.6	4	4	0	0	0	2	58	2	4	4	NA
64082	7	2	1	64	NA	3	3	2	NA	NA	2	NA	2	2	5	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	167711.394252	169284.299948	1	101	10	10	4.63	2	2	0	0	1	1	64	2	3	1	4
64083	7	2	2	76	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	30634.82105	30961.983694	1	95	7	7	2.16	3	3	0	0	1	1	45	1	3	1	4
64084	7	2	1	80	NA	3	3	1	NA	NA	1	1	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	33810.591598	40546.042621	3	91	13	13	NA	3	3	0	1	1	1	80	1	3	2	NA
64086	7	2	2	45	NA	5	6	2	NA	NA	2	NA	2	1	4	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	18040.833018	19102.925896	1	96	9	9	4.1	2	2	0	0	0	2	45	2	5	1	5
64089	7	2	2	54	NA	5	7	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	16567.527819	16240.172481	1	96	15	15	5	3	3	0	0	0	1	55	1	4	1	5
64090	7	2	1	18	NA	4	4	2	18	218	2	NA	1	1	NA	11	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	11351.725436	11256.943498	2	95	14	14	3.47	4	4	0	0	0	2	45	1	4	1	4
64095	7	2	1	37	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	113559.363135	118892.640077	2	102	14	14	4.93	3	3	0	1	0	1	37	1	5	1	5
64098	7	2	1	54	NA	4	4	2	NA	NA	2	NA	2	1	7	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	19374.410926	19463.695548	1	96	4	4	0.65	4	4	0	0	0	1	19	1	4	NA	NA
64099	7	2	2	71	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	5	3	NA	1	2	2	1	2	2	1	2	2	NA	90234.245265	93002.542962	2	101	7	7	3.9	1	1	0	0	1	2	71	1	5	3	NA
64106	7	2	1	34	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	68184.631488	70137.474393	2	95	4	4	1.34	1	1	0	0	0	1	34	1	4	5	NA
64111	7	2	2	33	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	2	5	2	1	2	2	1	2	2	1	2	2	1	28047.519499	31779.09658	2	90	1	1	0.14	1	1	0	0	0	2	33	1	2	5	NA
64113	7	2	2	80	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	NA	35434.580514	38808.357492	1	95	3	3	0.96	1	1	0	0	1	2	80	1	4	2	NA
64116	7	2	1	23	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	34099.599202	35276.751365	1	94	7	7	1.65	5	4	0	0	0	1	46	1	4	1	4
64120	7	2	1	77	NA	2	2	2	NA	NA	2	NA	2	2	4	NA	1	4	NA	2	2	2	2	2	2	1	2	2	NA	15301.031416	15853.994551	1	90	99	99	NA	5	5	0	2	1	2	50	2	4	4	NA
64121	7	2	2	34	NA	2	2	2	NA	NA	2	NA	1	1	NA	NA	5	3	2	1	2	2	1	2	2	1	2	2	1	27127.983961	27837.333201	2	90	7	7	1.66	4	4	0	3	0	2	34	1	5	3	NA
64127	7	2	2	69	NA	5	6	1	NA	NA	2	NA	2	1	7	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	18695.172864	19350.637044	2	102	7	7	1.68	5	5	0	0	3	1	70	2	4	1	4
64130	7	2	1	69	NA	5	6	1	NA	NA	2	NA	2	1	4	NA	2	1	NA	1	2	1	1	2	1	1	2	1	1	13977.762704	14745.704028	1	92	77	77	NA	4	4	0	0	2	1	59	2	5	1	5
64131	7	2	2	79	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	36067.495928	37024.300659	1	95	5	5	1.36	2	2	0	0	1	2	79	1	3	2	NA
64133	7	2	2	36	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	57151.56429	59304.909373	2	95	8	8	2.17	4	4	1	1	0	1	43	1	4	1	5
64134	7	2	2	49	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	29670.405171	29084.152013	2	101	10	10	3.89	3	3	0	1	0	2	49	1	4	1	3
64135	7	2	2	23	NA	5	6	1	NA	NA	2	NA	1	1	NA	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	11206.329484	11903.241195	2	103	15	15	5	3	3	0	0	0	2	52	2	4	1	5
64137	7	2	2	72	NA	5	6	2	NA	NA	2	NA	2	2	4	NA	1	2	NA	1	2	1	1	2	1	1	2	1	NA	10125.392704	11197.313648	2	91	12	12	NA	7	6	0	4	2	2	72	2	1	2	NA
64138	7	2	1	36	NA	5	6	2	NA	NA	2	NA	1	1	NA	NA	5	6	NA	1	2	2	1	2	2	1	2	2	1	20071.705576	20337.925283	3	91	14	14	5	2	1	0	0	0	1	36	1	5	6	NA
64141	7	2	1	80	NA	3	3	2	NA	NA	1	1	1	1	NA	NA	1	2	NA	1	2	2	1	2	2	1	2	2	NA	26344.362464	29482.177939	2	95	4	4	1.46	1	1	0	0	1	1	80	1	1	2	NA
64142	7	2	1	73	NA	3	3	2	NA	NA	1	2	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	NA	14537.797299	15440.503889	3	91	77	77	NA	2	2	0	0	2	1	73	1	5	1	5
64143	7	2	1	58	NA	1	1	1	NA	NA	2	NA	2	2	6	NA	1	1	NA	2	2	2	2	2	2	NA	NA	NA	NA	25737.628192	27045.174332	1	94	5	5	0.57	7	7	2	1	0	1	58	2	1	1	1
64146	7	2	2	47	NA	5	6	2	NA	NA	2	NA	2	1	6	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	20303.639991	21936.687597	1	97	15	15	5	6	6	0	3	0	1	47	1	5	1	5
64149	7	2	1	29	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	108504.032354	117548.425574	1	92	6	6	1.57	3	3	0	1	0	1	29	1	4	6	NA
